"","...1","rank","name","Net Worth","AGE","country","Source","industry","soccer_team"
"2088",2087,2076,"Chen Wenyuan & family","$1.4 B",54,"China","testing equipment","Technology",NA
"2089",2088,2076,"Cheng Antares","$1.4 B",64,"Hong Kong","liquor","Food & Beverage",NA
"2090",2089,2076,"Chin Jong Hwa","$1.4 B",63,"Taiwan","auto parts","Automotive",NA
"2091",2090,2076,"Cho Jyh-jer","$1.4 B",64,"Taiwan","semiconductors","Technology",NA
"2092",2091,2076,"Jim Crane","$1.4 B",68,"United States","logistics, baseball","Sports",NA
"2093",2092,2076,"Thierry Cruanes","$1.4 B",54,"United States","software","Technology",NA
"2094",2093,2076,"Benoit Dageville","$1.4 B",55,"United States","software","Technology",NA
"2095",2094,2076,"Weili Dai","$1.4 B",60,"United States","semiconductors","Technology",NA
"2096",2095,2076,"Darwin Deason","$1.4 B",81,"United States","software","Service",NA
"2097",2096,2076,"Diego Della Valle","$1.4 B",68,"Italy","shoes","Fashion & Retail",NA
"2098",2097,2076,"Deng Yingzhong","$1.4 B",71,"China","paper","Manufacturing",NA
"2099",2098,2076,"Ding Shui Po","$1.4 B",51,"China","sneakers, sportswear","Fashion & Retail",NA
"2100",2099,2076,"Mark Dixon","$1.4 B",62,"United Kingdom","office real estate","Real Estate",NA
"2101",2100,2076,"Du Shuanghua","$1.4 B",57,"China","steel","Manufacturing",NA
"2102",2101,2076,"Mukand Lal Dua","$1.4 B",73,"India","footwear","Fashion & Retail",NA
"2103",2102,2076,"Ramesh Kumar Dua","$1.4 B",68,"India","footwear","Fashion & Retail",NA
"2104",2103,2076,"Fan Minhua","$1.4 B",60,"China","pharmaceuticals","Healthcare",NA
"2105",2104,2076,"Hongbo Fang","$1.4 B",55,"China","home appliances","Manufacturing",NA
"2106",2105,2076,"William Foley, II.","$1.4 B",77,"United States","financial services<U+2605>","Finance & Investments",NA
"2107",2106,2076,"Jayme Garfinkel & family","$1.4 B",76,"Brazil","insurance","Finance & Investments",NA
"2108",2107,2076,"Radhe Shyam Goenka","$1.4 B",76,"India","consumer goods","Fashion & Retail",NA
"2109",2108,2076,"Maggie Hardy Knox","$1.4 B",56,"United States","building materials","Service",NA
"2110",2109,2076,"Ayman Hariri","$1.4 B",43,"Lebanon","construction, investments","Construction & Engineering",NA
"2111",2110,2076,"Christoph Henkel","$1.4 B",64,"Germany","consumer goods","Fashion & Retail",NA
"2112",2111,2076,"Daniel Hirschfeld","$1.4 B",80,"United States","fashion retail","Fashion & Retail",NA
"2113",2112,2076,"William Hockey","$1.4 B",32,"United States","fintech","Finance & Investments",NA
"2114",2113,2076,"Huang Guanlin","$1.4 B",57,"China","textiles, apparel","Fashion & Retail",NA
"2115",2114,2076,"Huang Xiaofen & family","$1.4 B",60,"China","printed circuit boards","Technology",NA
"2116",2115,2076,"Jay-Z","$1.4 B",52,"United States","Multiple","Media & Entertainment",NA
"2117",2116,2076,"Yintai Jiang & family","$1.4 B",71,"China","auto parts","Automotive",NA
"2118",2117,2076,"Johan Johannson","$1.4 B",55,"Norway","grocery stores","Fashion & Retail",NA
"2119",2118,2076,"Ramesh Juneja","$1.4 B",66,"India","pharmaceuticals","Healthcare",NA
"2120",2119,2076,"Scott Kapnick","$1.4 B",63,"United States","private equity","Finance & Investments",NA
"2121",2120,2076,"Viktor Kharitonin","$1.4 B",49,"Russia","pharmaceuticals","Healthcare",NA
"2122",2121,2076,"Kim Jun-ki","$1.4 B",77,"South Korea","diversified","Diversified",NA
"2123",2122,2076,"Kim Sang-yeol","$1.4 B",61,"South Korea","construction","Construction & Engineering",NA
"2124",2123,2076,"Christine Knauf","$1.4 B",64,"Germany","building materials","Manufacturing",NA
"2125",2124,2076,"Karl Knauf","$1.4 B",64,"Germany","building materials","Manufacturing",NA
"2126",2125,2076,"Yogesh Kothari","$1.4 B",73,"India","specialty chemicals","Manufacturing",NA
"2127",2126,2076,"Kurt Krieger","$1.4 B",74,"Germany","furniture retailing","Fashion & Retail",NA
"2128",2127,2076,"Mustafa Kucuk","$1.4 B",58,"Turkey","fashion retail","Fashion & Retail",NA
"2129",2128,2076,"Sebastian Kulczyk","$1.4 B",41,"Poland","diversified","Finance & Investments",NA
"2130",2129,2076,"Gary Lauder","$1.4 B",59,"United States","Estée Lauder","Fashion & Retail",NA
"2131",2130,2076,"Art Levinson","$1.4 B",72,"United States","Genentech, Apple","Diversified",NA
"2132",2131,2076,"Li Li","$1.4 B",58,"China","pharmaceuticals","Healthcare",NA
"2133",2132,2076,"Guangwei Liang","$1.4 B",58,"China","conglomerate","Manufacturing",NA
"2134",2133,2076,"Scott Lin","$1.4 B",89,"Taiwan","optical components","Technology",NA
"2135",2134,2076,"Jenny Lindén Urnes","$1.4 B",51,"Sweden","powdered metal","Manufacturing",NA
"2136",2135,2076,"Anatoly Lomakin","$1.4 B",69,"Russia","investments","Metals & Mining",NA
"2137",2136,2076,"Jeffrey Lorberbaum","$1.4 B",67,"United States","flooring","Manufacturing",NA
"2138",2137,2076,"Gary Magness","$1.4 B",68,"United States","cable TV, investments","Media & Entertainment",NA
"2139",2138,2076,"Zhongwu Mao","$1.4 B",59,"China","manufacturing","Manufacturing",NA
"2140",2139,2076,"Ilson Mateus & family","$1.4 B",59,"Brazil","supermarkets","Fashion & Retail",NA
"2141",2140,2076,"Vadim Moshkovich","$1.4 B",54,"Russia","agriculture, land","Food & Beverage",NA
"2142",2141,2076,"Jerry Moyes & family","$1.4 B",78,"United States","transportation","Logistics",NA
"2143",2142,2076,"George Alexander Muthoot","$1.4 B",66,"India","financial services","Finance & Investments",NA
"2144",2143,2076,"George Jacob Muthoot","$1.4 B",69,"India","financial services","Finance & Investments",NA
"2145",2144,2076,"George Thomas Muthoot","$1.4 B",71,"India","financial services","Finance & Investments",NA
"2146",2145,2076,"Sara George Muthoot","$1.4 B",61,"India","financial services","Finance & Investments",NA
"2147",2146,2076,"Marius Nacht","$1.4 B",56,"Israel","software","Technology",NA
"2148",2147,2076,"Adam Neumann","$1.4 B",43,"Israel","WeWork","Real Estate",NA
"2149",2148,2076,"Simon Nixon","$1.4 B",54,"United Kingdom","price comparison website","Technology",NA
"2150",2149,2076,"Stefan Olsson","$1.4 B",73,"Sweden","diversified","Diversified",NA
"2151",2150,2076,"Ranjan Pai","$1.4 B",49,"India","education","Service",NA
"2152",2151,2076,"Antonio Percassi","$1.4 B",68,"Italy","real estate, diversified","Diversified",NA
"2153",2152,2076,"Mark Pincus","$1.4 B",56,"United States","online games","Technology",NA
"2154",2153,2076,"Alexey Repik","$1.4 B",42,"Russia","pharmaceuticals","Healthcare",NA
"2155",2154,2076,"Matthew Roszak","$1.4 B",49,"United States","cryptocurrency","Finance & Investments",NA
"2156",2155,2076,"Subhash Runwal","$1.4 B",78,"India","real estate","Real Estate",NA
"2157",2156,2076,"Carlos Sanchez","$1.4 B",60,"Brazil","generic drugs","Healthcare",NA
"2158",2157,2076,"Martin Selig","$1.4 B",84,"United States","real estate","Real Estate",NA
"2159",2158,2076,"Bhadresh Shah","$1.4 B",70,"India","engineering","Manufacturing",NA
"2160",2159,2076,"Shao Jianxiong","$1.4 B",64,"China","photovoltaics","Energy",NA
"2161",2160,2076,"Shu Ping","$1.4 B",52,"Singapore","restaurants","Food & Beverage",NA
"2162",2161,2076,"Ben Silbermann","$1.4 B",39,"United States","social media","Media & Entertainment",NA
"2163",2162,2076,"Jared Smith","$1.4 B",47,"United States","cloud computing","Technology",NA
"2164",2163,2076,"Sun Qinghuan","$1.4 B",48,"China","lighting","Technology",NA
"2165",2164,2076,"Denis Sverdlov","$1.4 B",43,"Russia","electric vehicles","Automotive",NA
"2166",2165,2076,"Prachak Tangkaravakoon","$1.4 B",78,"Thailand","paints","Manufacturing",NA
"2167",2166,2076,"Lina Tombolato","$1.4 B",74,"Italy","financial services","Finance & Investments",NA
"2168",2167,2076,"Tong Jinquan","$1.4 B",67,"China","real estate","Real Estate",NA
"2169",2168,2076,"Luiza Helena Trajano","$1.4 B",70,"Brazil","retail chain","Fashion & Retail",NA
"2170",2169,2076,"John Van Lieshout","$1.4 B",76,"Australia","real estate","Real Estate",NA
"2171",2170,2076,"Vardis Vardinoyannis & family","$1.4 B",89,"Greece","oil and gas","Energy",NA
"2172",2171,2076,"Jens von Bahr","$1.4 B",51,"Sweden","gambling products","Gambling & Casinos",NA
"2173",2172,2076,"Wang Fuji","$1.4 B",64,"China","pharmaceuticals","Healthcare",NA
"2174",2173,2076,"Wang Jian","$1.4 B",68,"China","healthcare services","Technology",NA
"2175",2174,2076,"Werner O. Weber","$1.4 B",83,"Switzerland","electronic components","Manufacturing",NA
"2176",2175,2076,"Wei Lidong & family","$1.4 B",46,"China","software","Technology",NA
"2177",2176,2076,"Drorit Wertheim","$1.4 B",66,"Israel","Coca Cola Israel","Food & Beverage",NA
"2178",2177,2076,"Bo Wu","$1.4 B",67,"China","machinery","Manufacturing",NA
"2179",2178,2076,"Eugene Wu","$1.4 B",76,"Taiwan","finance","Finance & Investments",NA
"2180",2179,2076,"Wu Xushun & family","$1.4 B",73,"China","internet","Diversified",NA
"2181",2180,2076,"Wenbo Xiang","$1.4 B",59,"China","manufacturing","Manufacturing",NA
"2182",2181,2076,"Swift Xie","$1.4 B",42,"China","drones","Technology",NA
"2183",2182,2076,"Xu Bingzhong","$1.4 B",48,"China","bars","Food & Beverage",NA
"2184",2183,2076,"Xu Shaochun","$1.4 B",59,"China","software","Technology",NA
"2185",2184,2076,"Yan Junxu","$1.4 B",52,"China","Manufacturing","Manufacturing",NA
"2186",2185,2076,"George Yancopoulos","$1.4 B",62,"United States","pharmaceuticals","Healthcare",NA
"2187",2186,2076,"Gavril Yushvaev","$1.4 B",64,"Russia","precious metals, real estate","Finance & Investments",NA
"2188",2187,2076,"Zhuo Jun","$1.4 B",56,"Hong Kong","printed circuit boards","Manufacturing",NA
"2189",2188,2076,"Fredrik Österberg","$1.4 B",51,"Sweden","gambling products","Gambling & Casinos",NA
"2190",2189,2190,"Alberto Alcocer","$1.3 B",79,"Spain","investments","Finance & Investments",NA
"2191",2190,2190,"Alexandra Andresen","$1.3 B",25,"Norway","investments","Diversified",NA
"2192",2191,2190,"Katharina Andresen","$1.3 B",26,"Norway","investments","Diversified",NA
"2193",2192,2190,"Rutger Arnhult","$1.3 B",54,"Sweden","real estate","Real Estate",NA
"2194",2193,2190,"Anant Asavabhokin","$1.3 B",71,"Thailand","real estate","Real Estate",NA
"2195",2194,2190,"Mehmet Aydinlar","$1.3 B",65,"Turkey","hospitals","Healthcare",NA
"2196",2195,2190,"Binny Bansal","$1.3 B",39,"India","flipkart","Technology",NA
"2197",2196,2190,"Sachin Bansal","$1.3 B",40,"India","flipkart","Fashion & Retail",NA
"2198",2197,2190,"Barbara Benetton","$1.3 B",52,"Italy","fashion retail, investments","Fashion & Retail",NA
"2199",2198,2190,"Othman Benjelloun & family","$1.3 B",89,"Morocco","banking, insurance","Finance & Investments",NA
"2200",2199,2190,"Angela Bennett","$1.3 B",78,"Australia","mining","Metals & Mining",NA
"2201",2200,2190,"Oleg Boyko","$1.3 B",57,"Russia","diversified","Diversified",NA
"2202",2201,2190,"Anna Maria Braun","$1.3 B",43,"Germany","medical technology","Healthcare",NA
"2203",2202,2190,"Edouard Carmignac","$1.3 B",74,"France","asset management","Finance & Investments",NA
"2204",2203,2190,"Anthony Casalena","$1.3 B",39,"United States","software","Technology",NA
"2205",2204,2190,"Chang Jing","$1.3 B",39,"China","technology","Technology",NA
"2206",2205,2190,"Jeffrey Cheah","$1.3 B",77,"Malaysia","property, healthcare","Real Estate",NA
"2207",2206,2190,"Chen Shiliang","$1.3 B",58,"China","polyester","Manufacturing",NA
"2208",2207,2190,"Yuantai Chen","$1.3 B",54,"China","batteries","Energy",NA
"2209",2208,2190,"Cheng Xianfeng","$1.3 B",53,"China","pharmaceuticals","Healthcare",NA
"2210",2209,2190,"Chu Jian","$1.3 B",59,"China","Manufacturing","Manufacturing",NA
"2211",2210,2190,"Chua Thian Poh","$1.3 B",73,"Singapore","real estate","Real Estate",NA
"2212",2211,2190,"Alberto Cortina","$1.3 B",76,"Spain","investments","Finance & Investments",NA
"2213",2212,2190,"Sandor Csanyi","$1.3 B",69,"Hungary","finance, real estate","Diversified",NA
"2214",2213,2190,"Sasson Dayan & family","$1.3 B",82,"Brazil","banking","Finance & Investments",NA
"2215",2214,2190,"Anand Deshpande","$1.3 B",59,"India","technology","Technology",NA
"2216",2215,2190,"Richard Desmond","$1.3 B",70,"United Kingdom","publishing","Media & Entertainment",NA
"2217",2216,2190,"Shlomo Eliahu","$1.3 B",86,"Israel","insurance","Finance & Investments",NA
"2218",2217,2190,"Jose Roberto Ermirio de Moraes","$1.3 B",64,"Brazil","diversified","Diversified",NA
"2219",2218,2190,"Jose Ermirio de Moraes Neto","$1.3 B",69,"Brazil","diversified","Diversified",NA
"2220",2219,2190,"David Fattal & family","$1.3 B",64,"Israel","hotels","Service",NA
"2221",2220,2190,"Marvy Finger","$1.3 B",86,"United States","real estate","Real Estate",NA
"2222",2221,2190,"Adam Foroughi","$1.3 B",41,"United States","mobile games","Media & Entertainment",NA
"2223",2222,2190,"Richard Fortin","$1.3 B",73,"Canada","convinience stores","Fashion & Retail",NA
"2224",2223,2190,"Luiz Frias","$1.3 B",58,"Brazil","mobile payments","Technology",NA
"2225",2224,2190,"Susumu Fujita","$1.3 B",48,"Japan","internet media","Media & Entertainment",NA
"2226",2225,2190,"Simona Giorgetta","$1.3 B",44,"Italy","chemical products","Construction & Engineering",NA
"2227",2226,2190,"Premchand Godha","$1.3 B",75,"India","pharmaceuticals","Healthcare",NA
"2228",2227,2190,"Mikhail Gutseriev & brother","$1.3 B",64,"Russia","oil, real estate","Energy",NA
"2229",2228,2190,"Hang Hong","$1.3 B",54,"China","machinery","Manufacturing",NA
"2230",2229,2190,"Alfredo Harp Helu & family","$1.3 B",78,"Mexico","banking, investments","Finance & Investments",NA
"2231",2230,2190,"Jaroslav Hascak & family","$1.3 B",52,"Slovakia","investments","Finance & Investments",NA
"2232",2231,2190,"He Zuxun","$1.3 B",56,"China","pig breeding","Food & Beverage",NA
"2233",2232,2190,"David Hoffmann","$1.3 B",69,"United States","executive search, investments","Diversified",NA
"2234",2233,2190,"Francis Holder","$1.3 B",81,"France","bakeries","Food & Beverage",NA
"2235",2234,2190,"Hu Rongda & family","$1.3 B",63,"China","chemicals","Manufacturing",NA
"2236",2235,2190,"Wei Huang","$1.3 B",62,"China","real estate","Real Estate",NA
"2237",2236,2190,"Zarakh Iliev","$1.3 B",55,"Russia","real estate","Real Estate",NA
"2238",2237,2190,"Mitchell Jacobson","$1.3 B",71,"United States","industrial equipment","Service",NA
"2239",2238,2190,"Jiang Guiting & family","$1.3 B",63,"China","manufacturing","Manufacturing",NA
"2240",2239,2190,"Rajeev Juneja","$1.3 B",56,"India","phamaceuticals","Healthcare",NA
"2241",2240,2190,"Peter Kelly","$1.3 B",64,"United Kingdom","I.T.","Technology",NA
"2242",2241,2190,"Kim Nam-jung","$1.3 B",49,"South Korea","food","Food & Beverage",NA
"2243",2242,2190,"Koon Poh Ming","$1.3 B",65,"Malaysia","aluminum","Metals & Mining",NA
"2244",2243,2190,"Yuri Kovalchuk","$1.3 B",70,"Russia","banking, insurance, media","Finance & Investments",NA
"2245",2244,2190,"Michael Krasny","$1.3 B",68,"United States","retail","Technology",NA
"2246",2245,2190,"Raymond Kwok","$1.3 B",68,"Hong Kong","real estate","Real Estate",NA
"2247",2246,2190,"Heikki Kyostila","$1.3 B",76,"Finland","dental products","Healthcare",NA
"2248",2247,2190,"Lee Ho-jin","$1.3 B",59,"South Korea","diversified","Diversified",NA
"2249",2248,2190,"Bernard Lewis & family","$1.3 B",96,"United Kingdom","fashion retailer","Fashion & Retail",NA
"2250",2249,2190,"Fengluan Li","$1.3 B",60,"China","steel, diversified","Diversified",NA
"2251",2250,2190,"Hua Li","$1.3 B",44,"China","financial services","Finance & Investments",NA
"2252",2251,2190,"Li Ruiqiang","$1.3 B",42,"China","medical services","Healthcare",NA
"2253",2252,2190,"Lin Zhijun","$1.3 B",46,"China","medical devices","Healthcare",NA
"2254",2253,2190,"Lin Zhixiong & family","$1.3 B",48,"China","medical devices","Healthcare",NA
"2255",2254,2190,"Liu Ming Hui","$1.3 B",59,"China","natural gas distribution","Energy",NA
"2256",2255,2190,"Xuejing Liu & family","$1.3 B",71,"China","copper, poultry","Diversified",NA
"2257",2256,2190,"Lu Yonghua & family","$1.3 B",58,"China","electronics","Technology",NA
"2258",2257,2190,"Zhaoxi Lu","$1.3 B",53,"China","e-commerce","Technology",NA
"2259",2258,2190,"Frederic Luddy","$1.3 B",67,"United States","software","Technology",NA
"2260",2259,2190,"Miao Yongjun","$1.3 B",54,"China","clinical diagnostics","Healthcare",NA
"2261",2260,2190,"Martin Moller Nielsen","$1.3 B",57,"Denmark","aircraft leasing","Logistics",NA
"2262",2261,2190,"Neide Helena de Moraes","$1.3 B",67,"Brazil","diversified","Diversified",NA
"2263",2262,2190,"Yoshiko Mori","$1.3 B",81,"Japan","real estate","Real Estate",NA
"2264",2263,2190,"Mofatraj Munot","$1.3 B",77,"India","real estate","Real Estate",NA
"2265",2264,2190,"Randal Nardone","$1.3 B",66,"United States","investments, energy","Finance & Investments",NA
"2266",2265,2190,"God Nisanov","$1.3 B",49,"Russia","real estate","Real Estate",NA
"2267",2266,2190,"Vadim Novinsky","$1.3 B",58,"Ukraine","steel","Metals & Mining",NA
"2268",2267,2190,"Satyanarayan Nuwal","$1.3 B",69,"India","industrial explosives","Manufacturing",NA
"2269",2268,2190,"John Ocampo","$1.3 B",63,"United States","semiconductors","Technology",NA
"2270",2269,2190,"Pan Gang","$1.3 B",51,"China","dairy","Food & Beverage",NA
"2271",2270,2190,"Forrest Preston","$1.3 B",89,"United States","health care","Healthcare",NA
"2272",2271,2190,"Riju Raveendran","$1.3 B",39,"India","edtech","Technology",NA
"2273",2272,2190,"P.P. Reddy","$1.3 B",64,"India","infrastructure","Construction & Engineering",NA
"2274",2273,2190,"P.V.Krishna Reddy","$1.3 B",52,"India","infrastructure","Construction & Engineering",NA
"2275",2274,2190,"Satish Reddy","$1.3 B",54,"India","pharmaceuticals","Healthcare",NA
"2276",2275,2190,"Lily Safra","$1.3 B",84,"Monaco","banking","Finance & Investments",NA
"2277",2276,2190,"Richard Saghian","$1.3 B",40,"United States","fast fashion","Fashion & Retail",NA
"2278",2277,2190,"Deniz Sahenk","$1.3 B",76,"Turkey","diversified","Diversified",NA
"2279",2278,2190,"Thomas Sandell","$1.3 B",61,"Sweden","hedge funds","Finance & Investments",NA
"2280",2279,2190,"Hajime Satomi","$1.3 B",80,"Japan","video games, pachinko","Gambling & Casinos",NA
"2281",2280,2190,"James Scapa","$1.3 B",65,"United States","software","Technology",NA
"2282",2281,2190,"Paul Sciarra","$1.3 B",41,"United States","Pinterest","Media & Entertainment",NA
"2283",2282,2190,"Albert Shigaboutdinov","$1.3 B",69,"Russia","refinery, chemicals","Diversified",NA
"2284",2283,2190,"Nobutoshi Shimamura","$1.3 B",96,"Japan","retail","Fashion & Retail",NA
"2285",2284,2190,"Ron Sim","$1.3 B",63,"Singapore","retail","Fashion & Retail",NA
"2286",2285,2190,"Alexander Sixt","$1.3 B",42,"Germany","car rentals","Automotive",NA
"2287",2286,2190,"Konstantin Sixt","$1.3 B",39,"Germany","car rentals","Automotive",NA
"2288",2287,2190,"Terry Snow","$1.3 B",78,"Australia","airports, real estate","Real Estate",NA
"2289",2288,2190,"Marco Squinzi","$1.3 B",50,"Italy","chemical products","Construction & Engineering",NA
"2290",2289,2190,"Veronica Squinzi","$1.3 B",50,"Italy","chemical products","Construction & Engineering",NA
"2291",2290,2190,"Manny Stul","$1.3 B",72,"Australia","toys","Manufacturing",NA
"2292",2291,2190,"Rustem Sulteev","$1.3 B",68,"Russia","refinery, chemicals","Energy",NA
"2293",2292,2190,"Sehat Sutardja","$1.3 B",60,"United States","semiconductors","Technology",NA
"2294",2293,2190,"Tony Tan Caktiong","$1.3 B",69,"Philippines","food","Food & Beverage",NA
"2295",2294,2190,"Jim Thompson","$1.3 B",82,"United States","logistics","Logistics",NA
"2296",2295,2190,"Carmen Thyssen","$1.3 B",78,"Spain","investments, art","Manufacturing",NA
"2297",2296,2190,"August Troendle","$1.3 B",66,"United States","pharmaceutical services","Healthcare",NA
"2298",2297,2190,"Joop van den Ende","$1.3 B",80,"Netherlands","TV shows","Media & Entertainment",NA
"2299",2298,2190,"Sekar Vembu","$1.3 B",50,"India","business software","Technology",NA
"2300",2299,2190,"Sandro Veronesi & family","$1.3 B",62,"Italy","fashion","Fashion & Retail",NA
"2301",2300,2190,"Wan Long","$1.3 B",81,"China","food","Food & Beverage",NA
"2302",2301,2190,"Han Wang","$1.3 B",34,"China","airline","Diversified",NA
"2303",2302,2190,"Wang Jianyi","$1.3 B",59,"China","fiber optic cables","Technology",NA
"2304",2303,2190,"Wang Qinghua","$1.3 B",56,"China","electric equipment","Manufacturing",NA
"2305",2304,2190,"Pengcheng Wen & family","$1.3 B",59,"China","agribusiness","Food & Beverage",NA
"2306",2305,2190,"Alfred West, Jr.","$1.3 B",79,"United States","money management","Finance & Investments",NA
"2307",2306,2190,"Dan Wilks","$1.3 B",65,"United States","natural gas","Energy",NA
"2308",2307,2190,"Farris Wilks","$1.3 B",70,"United States","natural gas","Energy",NA
"2309",2308,2190,"Gang Xu","$1.3 B",58,"China","Chemicals","Manufacturing",NA
"2310",2309,2190,"Xu Jin","$1.3 B",57,"China","wine","Food & Beverage",NA
"2311",2310,2190,"Tony Xu","$1.3 B",37,"United States","food delivery service","Technology",NA
"2312",2311,2190,"Ye Yanqiao","$1.3 B",52,"China","soy sauce","Food & Beverage",NA
"2313",2312,2190,"Patrick Zalupski","$1.3 B",41,"United States","homebuilding","Real Estate",NA
"2314",2313,2190,"Shengda Zan","$1.3 B",59,"China","diversified","Diversified",NA
"2315",2314,2190,"Zeng Chaoyi","$1.3 B",53,"China","aluminum products","Manufacturing",NA
"2316",2315,2190,"Zhang Guiping & family","$1.3 B",70,"China","real estate","Real Estate",NA
"2317",2316,2190,"Peng Zhao","$1.3 B",51,"China","online recruitment","Service",NA
"2318",2317,2190,"Zheng Zhiguo","$1.3 B",50,"China","drugs","Healthcare",NA
"2319",2318,2190,"Kostyantin Zhevago","$1.3 B",48,"Ukraine","mining","Metals & Mining",NA
"2320",2319,2190,"Zhou Mingjie","$1.3 B",64,"China","lighting installations","Technology",NA
"2321",2320,2190,"Zhu Xingliang","$1.3 B",62,"China","construction","Construction & Engineering",NA
"2322",2321,2190,"Zhu Yiwen & family","$1.3 B",64,"China","healthcare","Healthcare",NA
"2323",2322,2190,"Zong Yanmin","$1.3 B",64,"China","Semiconductor materials","Manufacturing",NA
"2324",2323,2324,"Sanjay Agarwal","$1.2 B",51,"India","banking","Finance & Investments",NA
"2325",2324,2324,"Hamad bin Jassim bin Jaber Al Thani","$1.2 B",62,"Qatar","investments","Finance & Investments",NA
"2326",2325,2324,"Betty Ang","$1.2 B",67,"Philippines","foods","Food & Beverage",NA
"2327",2326,2324,"Christian Angermayer","$1.2 B",43,"Germany","investments","Finance & Investments",NA
"2328",2327,2324,"Mika Anttonen","$1.2 B",55,"Finland","oil & gas","Energy",NA
"2329",2328,2324,"Jose Maria Aristrain","$1.2 B",59,"Spain","steel","Metals & Mining",NA
"2330",2329,2324,"Emilio Azcarraga Jean","$1.2 B",54,"Mexico","TV broadcasting","Media & Entertainment",NA
"2331",2330,2324,"Thomas Bailey","$1.2 B",85,"United States","money management","Finance & Investments",NA
"2332",2331,2324,"Andrei Bokarev","$1.2 B",55,"Russia","metals, mining","Manufacturing",NA
"2333",2332,2324,"Stephane Bonvin","$1.2 B",55,"Switzerland","real estate","Real Estate",NA
"2334",2333,2324,"Ashok Boob","$1.2 B",70,"India","specialty chemicals","Manufacturing",NA
"2335",2334,2324,"Ludwig Theodor Braun","$1.2 B",32,"Germany","medical technology","Healthcare",NA
"2336",2335,2324,"Friederike Braun-Luedicke","$1.2 B",38,"Germany","medical technology","Healthcare",NA
"2337",2336,2324,"Pradip Burman","$1.2 B",79,"India","consumer goods","Food & Beverage",NA
"2338",2337,2324,"Cai Hongbin","$1.2 B",64,"China","pharmaceuticals","Healthcare",NA
"2339",2338,2324,"Chang Kuo-Cheng","$1.2 B",64,"Taiwan","Transportation","Logistics",NA
"2340",2339,2324,"Jiancheng Chen","$1.2 B",63,"China","manufacturing","Manufacturing",NA
"2341",2340,2324,"Chen Xueling","$1.2 B",54,"China","stationery","Manufacturing",NA
"2342",2341,2324,"Cheng Lili","$1.2 B",57,"China","poultry breeding","Food & Beverage",NA
"2343",2342,2324,"Yvon Chouinard","$1.2 B",83,"United States","Patagonia","Fashion & Retail",NA
"2344",2343,2324,"Luigi Cremonini & family","$1.2 B",82,"Italy","meat processing","Food & Beverage",NA
"2345",2344,2324,"Tim Draper","$1.2 B",63,"United States","cryptocurrency","Finance & Investments",NA
"2346",2345,2324,"Fan Zhaoxia & family","$1.2 B",54,"China","photovoltaic equipment","Energy",NA
"2347",2346,2324,"Gleb Fetisov","$1.2 B",55,"Russia","investments","Telecom",NA
"2348",2347,2324,"Robert Fisher","$1.2 B",68,"United States","Gap","Fashion & Retail",NA
"2349",2348,2324,"William Fisher","$1.2 B",65,"United States","Gap","Fashion & Retail",NA
"2350",2349,2324,"J. Christopher Flowers","$1.2 B",64,"United States","investments","Finance & Investments",NA
"2351",2350,2324,"Bernd Freier","$1.2 B",65,"Germany","fashion retail","Fashion & Retail",NA
"2352",2351,2324,"Geng Diangen","$1.2 B",65,"China","Internet","Technology",NA
"2353",2352,2324,"Dan Gertler","$1.2 B",48,"Israel","mining","Metals & Mining",NA
"2354",2353,2324,"David Girouard","$1.2 B",56,"United States","fintech","Finance & Investments",NA
"2355",2354,2324,"John Goff","$1.2 B",67,"United States","real estate","Real Estate",NA
"2356",2355,2324,"Lawrence Golub","$1.2 B",62,"United States","private equity","Finance & Investments",NA
"2357",2356,2324,"Sven Hagströmer","$1.2 B",78,"Sweden","financial services","Finance & Investments",NA
"2358",2357,2324,"Fahed Hariri","$1.2 B",41,"Lebanon","construction, investments","Construction & Engineering",NA
"2359",2358,2324,"Richard Hayne","$1.2 B",74,"United States","Urban Outfitters","Fashion & Retail",NA
"2360",2359,2324,"He Yamin & family","$1.2 B",65,"China","manufacturing","Manufacturing",NA
"2361",2360,2324,"Michael Heine","$1.2 B",72,"Australia","financial services","Finance & Investments",NA
"2362",2361,2324,"Heikki Herlin","$1.2 B",35,"Finland","elevators, escalators","Manufacturing",NA
"2363",2362,2324,"Hong Feng","$1.2 B",45,"China","smartphones","Technology",NA
"2364",2363,2324,"Hu Kun","$1.2 B",52,"China","medical equipment","Healthcare",NA
"2365",2364,2324,"Huang Hongyun & family","$1.2 B",55,"China","real estate","Real Estate",NA
"2366",2365,2324,"Shanbing Huang & family","$1.2 B",65,"China","semiconductors","Technology",NA
"2367",2366,2324,"Huang Shih Tsai","$1.2 B",70,"Hong Kong","real estate","Real Estate",NA
"2368",2367,2324,"Huang Wenbiao","$1.2 B",54,"China","soy sauce","Food & Beverage",NA
"2369",2368,2324,"Mohammed Ibrahim","$1.2 B",75,"United Kingdom","communications","Telecom",NA
"2370",2369,2324,"Hedda im Brahm-Droege","$1.2 B",67,"Germany","investments","Finance & Investments",NA
"2371",2370,2324,"Rameshchandra Jain","$1.2 B",73,"India","textiles","Manufacturing",NA
"2372",2371,2324,"Laurent Junique","$1.2 B",56,"France","call centers","Technology",NA
"2373",2372,2324,"Zbigniew Juroszek & family","$1.2 B",59,"Poland","real estate, gambling","Diversified",NA
